id;entorno;nombre;etapa;tipo;area_responsable;descripcion;monto_contrato;comuna;barrio;direccion;lat;lng;fecha_inicio;fecha_fin_inicial;plazo_meses;porcentaje_avance;imagen_1;imagen_2;imagen_3;imagen_4;licitacion_oferta_empresa;licitacion_anio;contratacion_tipo;nro_contratacion;cuit_contratista;beneficiarios;mano_obra;compromiso;destacada;ba_elige;link_interno;pliego_descarga;expediente-numero;estudio_ambiental_descarga;financiamiento
1322;Obras Comuna 8;Reparación de sistema de iluminación en espacios comunes en C.H. 180 viviendas ;Finalizada;Hidráulica E Infraestructura;Corporación Buenos Aires Sur;La Realización De Tareas De Reparación Del Sistema De Iluminación De Los Espacios Comunes Del Complejo Habitacional De 180 Viviendas ;83556;8;Villa Soldati;Fernandez De La Cruz Av. Y Lacarra Av.;-34,66492169;-58,44995894;19/4/2021;6/5/2021;1;100;;;;;Jorge Canelles Ltda;2021;Obra de emergencia;88-PCBAS-2020;30708832959;vecinos;;;;;;;;;
1323;Plazas y Parques de Comuna 1;Plaza Garay Patio de Juegos;Finalizada;Espacio Público;Subsecretarí?a de Gestión Comunal;;24070879;1;Constitución;;-34,626675;-58,388385;29/10/2018;18/2/2019;4;100;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25905.JPG;;;;ALGIERI;;;;;;;;;;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-1;;;;
1324;Plazas y Parques de Comuna 2;Plaza Vicente López y Planes Patio de Juegos;Finalizada;Espacio Público;Subsecretarí?a de Gestión Comunal;;6353123;2;Recoleta;;-34,593746;-58,389326;8/10/2018;7/12/2018;2;100;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25906.jpg;;;;SALVATORI;;;;;;;;;;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-2;;;;
1325;Plazas y Parques de Comuna 11;Plaza Roque Sáenz Peña Patio de Juegos;Finalizada;Espacio Público;Subsecretarí?a de Gestión Comunal;;7343975;11;Villa Gral. Mitre;;-34,610452;-58,467602;26/11/2019;4/2/2019;3;100;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25907.JPG;;;;ZONA VERDE;;;;;;;;;;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-11;;;;
1326;Plazas y Parques de Comuna 4;Plaza Colombia Patio de Juegos;Finalizada;Espacio Público;Subsecretarí?a de Gestión Comunal;;17246694;4;Barracas;;-34,637447;-58,374173;6/5/2019;10/7/2019;2;100;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25908-1.JPG;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25908-2.JPG;;;INDALTEC;;;;;;;;;;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-4;;;;
1327;Plazas y Parques de Comuna 9;Plaza Isidora Patio de Juegos y puesta en valor;Finalizada;Espacio Público;Subsecretarí?a de Gestión Comunal;;26450854;9;Liniers;;-34,641881;-58,513475;6/5/2019;11/7/2019;2;100;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/25909.jpg;;;;CASA MACCHI;;;;;;;;;;https://www.buenosaires.gob.ar/baobras/plazas-y-parques-de-comuna-9;;;;
1328;Barrio Los Piletones;Impermeabilización de Azotea - Edificio N° 14 - Complejo Habitacional Los Piletones;Finalizada;Arquitectura;Corporación Buenos Aires Sur;La obra consiste en la impermeabilización de la totalidad de las azoteas del edificio Nº14 que involucran las azoteas transitables sobre las unidades de vivienda, la cubierta sobre el núcleo de escaleras, la azotea sobre lavaderos y el interior de los mismos, incluye la impermeabilización de la azotea de sala de tanques ubicada en planta baja.;5568107;8;Villa Soldati;Sendero DE LA PAZ 3954;-34,664686;-58,456458;18/10/2022;17/11/2022;1;100;;;;;Las Palmas Ltda;2022;Contratación Directa;05-CBAS-2022;30715625608;vecinos;;;;;;;;;
1329;Barrio Los Piletones;Impermeabilización de Azotea - Edificio N° 15 - Complejo Habitacional Los Piletones;Finalizada;Arquitectura;Corporación Buenos Aires Sur;La obra consiste en la impermeabilización de la totalidad de las azoteas del edificio Nº15 que involucran las azoteas transitables sobre las unidades de vivienda, la cubierta sobre el núcleo de escaleras, la azotea sobre lavaderos y el interior de los mismos, incluye la impermeabilización de la azotea de sala de tanques ubicada en planta baja y el reemplazo de cañeria pluvial exterior.;5569868;8;Villa Soldati;Janer, Ana Maria 3956;-34,664686;-58,456458;30/9/2022;30/10/2022;1;100;;;;;LA UNION LTDA;2022;Contratación Directa;06-CBAS-2023;30711170053;vecinos;;;;;;;;;
1330;Barrio Los Piletones;Impermeabilización de Azotea - Edificio N° 16 - Complejo Habitacional Los Piletones;Finalizada;Arquitectura;Corporación Buenos Aires Sur;La obra consiste en la impermeabilización de la totalidad de las azoteas del edificio Nº 16 que involucran las azoteas transitables sobre las unidades de vivienda, la cubierta sobre el núcleo de escaleras, la azotea sobre lavaderos y el interior de los mismos, incluye la impermeabilización de la azotea de sala de tanques ubicada en planta baja.;5540020;8;Villa Soldati;Janer, Ana Maria 3955;-34,664686;-58,456458;20/10/2022;19/11/2022;1;100;;;;;Semillero del Sur Ltda;2022;Contratación Directa;07-CBAS-2022;30717500454;vecinos;;;;;;;;;
1331;CESAC 15;Mudanza ex Pedelai;En ejecución;Salud;Ministerio de Salud;Traslado del Cesac 15 al pabellón ex-Padelai ubicado junto a la Sede Comunal 1 a fin de mejorar las prestaciones de salud. El proyecto contempla la remodelación integral de un sector del pabellón existente para la incorporación de un programa médico similar al del Cesac 15 actual. ;312000000;1;San Telmo;Balcarce y av. San Juan;-34,6207992;-58,3692879;1/11/2022;1/12/2023;12;8;;;;;CUNUMI S.A.;2022;Licitacíón Pública;DI-2022-404-GCABA-DGADCYP;30615748036;;;;;;;;;;
1332;Velez;Tomografo;En ejecución;Salud;Ministerio de Salud;Remodelación de un sector del edificio existente para la incorporación de una sala de tomografía en planta baja, y el traslado de oficinas que integran el departamento económico financiero;43500000;10;Monte Castro;Calderon De La Barca, Pedro 1550;-34,62522696;-58,50749905;1/12/2022;1/6/2023;6;27;;;;;SEHOS S.A.;2022;Licitacíón Pública;DI-2022-400-GCABA-DGADCYP;30649820704;;;;;;;;;;
1333;Hospital Durand;Modernizacion de Ascensores pabellon Romano;Finalizada;Salud;Ministerio de Salud;Reemplazo de ascensores del pabellón Romano.;25870000;6;Caballito;Diaz Velez 5044;-34,60887154;-58,43788838;18/11/2021;31/7/2023;11;100;;;;;OPCION MYCA S.R.L.;2021;2095;DI-2021-325-GCABA-DGADCYP;30708326611;;;;;;;;;;
1334;Hospital Grierson;Etapa 3 Internacion 40 camas;Finalizada;Salud;Ministerio de Salud;Construcción en Planta Baja de un nuevo volumen con entrepiso técnico, sus conectores, áreas de abastecimiento y ampliación en edificio existente. Superficie: 4.335m2.;680444012;8;Villa Lugano;Av. Fernandez de la Cruz 4402;-34,67375284;-58,4590247;18/4/2022;11/7/2023;15;100;;;;;TALA CONSTRUCCIONES S.A.;2021;Licitacíón Pública; RESOL-2022-310-GCABA-SSASS;30708267984;;;;;;;;;;
1335;Hospital Gutierrez;Centro Transformación Instalación Eléctrica;En ejecución;Salud;Ministerio de Salud;Nuevo suministro eléctrico de media tensión y red eléctrica, y adquisición de dos grupos electrógenos de 800 kva. La obra implica el reacondicionamiento de túneles existentes y de una red de cañeros enterrados.;430797000;2;Recoleta;Gallo 1330;-34,59452279;-58,41073191;2/5/2022;1/7/2023;15;52.42;;;;;MEJORES HOSPITALES S.A.;2021;Licitacíón Pública;DI-2022-72-GCABA-DGADCYP;30647354072;;;;;;;;;;
1336;Hospital Rivadavia;Pabellon Cobo etapa 2;Finalizada;Salud;Ministerio de Salud;Remodelación del Pabellón Cobo. Esterilización, Terapia Intermedia y UTI.;496968859,8;2;Recoleta;Av. Las Heras 2670;-34,58435525;-58,40081125;18/4/2022;31/8/2023;15;100;;;;;KIR SRL;2021;Licitacíón Pública; DI-2022-62-GCABA-DGADCYP;30702232046;;;;;;;;;;
1337;CESAC 20;Refuncionalización / remodelación;Finalizada;Salud;Ministerio de Salud;Refuncionalización y remodelación parcial del Cesac 20, mejorando la situación edilicia actual, realizando obra civil y modificación de las instalaciones existentes.;35000000;7;Flores;Ana María Janer y Charrua 2330;-34,6498805;-58,4385617;19/9/2022;12/3/2022;5;100;;;;;BLUESTEEL;2021;Licitación Pública;DI-2022-246-GCABA-DGADCYP;30709422967;;;;;;;;;;
1338;Piñero;Guardia Central - Relocalización y obra nueva;En ejecución;Salud;Ministerio de Salud;Construcción de un nuevo volumen que se adosa al Pabellón II, ante la necesidad de concentrar las áreas críticas, que actualmente se encuentran en diferentes pabellones;821336728,8;7;Flores;Varela 1301;-34,64412433;-58,45367459;14/11/2022;26/2/2024;16;0;;;;;LESKO S.A.C.I.F.I.A.;2022;Licitación Pública;RESOL-2022-1423-GCABA-SSASS;30520282528;;;;;;;;;;
1339;Pirovano;Esterilización;Finalizada;Salud;Ministerio de Salud;Ampliación y Remodelación Integral incluyendo obra civil y la totalidad de las instalaciones.;51840634;12;Coghlan;Monroe 3555;-34,56510578;-58,47098644;1/12/2022;14/7/2023;6;100;;;;;MH CONSTRUCCIONES Y SERVICIOS S.A.;2022;Licitación Pública;DI-2022-339-GCABA-DGADCYP;30707962654;;;;;;;;;;
1340;CASA HEREDIA;Casa Heredia;Finalizada;Salud;Ministerio de Salud;Trabajos de refacción y puesta en valor de la Casa de la Integración Social sito en Heredia 390.;13018940,55;15;Villa Ortuzar;Heredia 390;-34,5877705;-58,4664322;22/9/2021;3/3/2022;7;100;;;;;KION S.A.I.C.;2019;Licitación Pública;2019-351-SSASS;33522512279;;;;;;;;;;
1341;CESAC 17;Plataforma Autoelevadora;Finalizada;Salud;Ministerio de Salud;Provisión e instalación de una plataforma elevadora de sillas de rueda en el acceso;1397032;14;Palermo;El Salvador 4087;-34,59087;-58,42013;17/9/2021;7/10/2021;1;100;;;;;ENRIQUE ROBERTO GALVAN;2021;2095;DI-2021-247-GCABA-DGADCYP;20121511658;;;;;;;;;;
1342;CUD;Nuevo Centro Unico de DIscapacidad;Finalizada;Salud;Ministerio de Salud;Refuncionalización de un sector de PB en un edificio administrativo, propiedad del Gobierno de la Ciudad de Buenos Aires, para la instalación de los Espacios de Atención del CUD, destinado al asesoramiento y tramitación del Certificado Único de Discapacidad.;23759345,4;1;San Nicolas;Piedras 1277;-34,6224;-58,37708;28/12/2020;26/6/2021;6;100;;;;;CONTROLCLIM S.A.;2020;433;RESOL-2021-173-GCABA-MSGC;30708689412;;;;;;;;;;
1343;Hospital Alvarez;Oxigeno Central en Clinica Medica PB;Finalizada;Salud;Ministerio de Salud;Provisión e instalación de materiales y equipos para la instalación de gases médicos para el Pabellón A ;854335,13;7;Flores;Aranguren, Juan F., Dr. 2701;-34,62429216;-58,46942184;17/5/2021;27/5/2021;1;100;;;;;TH PANELES DE CABECERA SRL;2021;2095;DI-2021-141-GCABA-DGADCYP;30711322953;;;;;;;;;;
1344;Hospital Alvarez;Remodelación Pabellón K, Servicio Endocrinologí?a, Hospital AÅlvarez;Finalizada;Salud;Ministerio de Salud;Remodelar y ampliar los sectores de Endocrinologí?a en una nueva localización, correspondiente a la planta baja del Pabellón K, donde anteriormente funcionaba la lavanderí?a y roperí?a.;10168380,09;7;Flores;Aranguren, Juan F., Dr. 2701;-34,62429216;-58,46942184;1/10/2019;24/1/2021;14;100;;;;;CONTROLCLIM S.A.;2020;2095;DI-2021-197-GCABA-DGADCYP;30708689412;;;;;;;;;;
1345;Hospital Borda;Ductos de Internacion Piso 2;Finalizada;Salud;Ministerio de Salud;Sistemas de Conductos de Aire Acondicionado para Internación 2do. Piso;7948000;4;Barracas;Dr. Ramón Carrillo 375;-34,63653701;-58,38187854;3/9/2021;31/1/2022;5;100;;;;;CONTROLCLIM S.A.;2021;2095;DI-2021-242-GCABA-DGADCYP;30708689412;;;;;;;;;;
1346;Hospital Curie;Oxigeno Central;Finalizada;Salud;Ministerio de Salud;Ampliación de la red de Oxigeno.;945532,72;6;Caballito;Patricias Argentinas 950;-34,60708469;-58,43287863;24/9/2021;14/10/2021;1;100;;;;;TECNO NODO S.A.;2021;2095;DI-2021-141-GCABA-DGADCYP;30714471860;;;;;;;;;;
1347;Hospital Durand;Nuevo AA UTI-UTIM;Finalizada;Salud;Ministerio de Salud;Provisión e instalación de un Sistema de Tratamiento de Aire Acondicionado Frio-Calor en las Unidades de Terapia Intensiva y Terapia Intermedia;14332000;6;Caballito;Diaz Velez 5044;-34,60887154;-58,43788838;7/10/2020;16/4/2021;6;100;;;;;ECOHM S.R.L.;2020;2095;DI-2020-23702390-GCABA-DGADCYP;30712548114;;;;;;;;;;
1348;Hospital Durand;Nuevo compresor de Aire Comprimido;Finalizada;Salud;Ministerio de Salud;Provisión e instalacion de nuevo compresor para aire comprimido.;5927790;6;Caballito;Diaz Velez 5044;-34,60887154;-58,43788838;30/5/2021;6/7/2021;1;100;;;;;TH PANELES DE CABECERA SRL;2020;2095;DI-2021-302-GCABA-DGADCYP;30711322953;;;;;;;;;;
1349;Hospital Elizalde;Chillers;Finalizada;Salud;Ministerio de Salud;Reparación de equipos chiller.;8891000;1;Constitución;Montes de Oca 40;-34,62890617;-58,37761195;2/2/2021;3/5/2021;3;100;;;;;LEMME OBRAS CIVILES S.R.L.;2021;Licitación Pública;RESOL-2021-1183-GCABA-SSASS;30712255249;;;;;;;;;;
1350;Hospital Grierson;Nuevo compresor de Aire Comprimido;Finalizada;Salud;Ministerio de Salud;Provisión e instalacion de nuevo compresor para aire comprimido.;2247259,84;8;Villa Lugano;Fernandez De La Cruz, F., Gral. Av. 4402;-34,67375284;-58,4590247;30/5/2021;9/6/2021;1;100;;;;;TECNO NODO S.A.;2021;433;RESOL-2021-550-GCABA-SSASS;30714471860;;;;;;;;;;
1351;Hospital Lagleyze;Nuevo Grupo Electrogeno;Finalizada;Salud;Ministerio de Salud;Provisión e instalación de Grupo Electrógeno;13837000;11;Villa Gral. Mitre;Juan B. Justo 4151;-34,60522;-58,46019;26/3/2021;26/5/2021;2;100;;;;;TH PANELES DE CABECERA SRL;2021;2095;DI-2021-141-GCABA-DGADCYP;30711322953;;;;;;;;;;
1352;Hospital Muñiz;Oxigeno Central en Pabellon 30;Finalizada;Salud;Ministerio de Salud;Comprende el equipamiento necesario para un sistema central de suministro para gases medicinales, aire, oxígeno, óxido nitroso y subsistema de aspiración;4197142,73;4;Parque Patricios;Uspallata 2272;-34,63721751;-58,39299957;26/5/2021;15/7/2021;1;100;;;;;OXIGENOTERAPIA NORTE S.A.C.I.F.I.A.;2021;2095;DI-2021-136-GCABA-DGADCYP;30535645244;;;;;;;;;;
1353;Hospital Muñiz;Oxigeno Central en Pabellon Koch;Finalizada;Salud;Ministerio de Salud;Provisión e instalación de materiales y equipos para la instalación de gases médicos para el Pabellón Kock, Piso 2.;1546652,13;4;Parque Patricios;Uspallata 2272;-34,63721751;-58,39299957;21/5/2021;5/6/2021;1;100;;;;;TECNO NODO S.A.;2021;2095;DI-2021-136-GCABA-DGADCYP;30714471860;;;;;;;;;;
1354;Hospital Penna;Cerramientos Perimetrales;Finalizada;Salud;Ministerio de Salud;Provisión y ejecución Cerramientos Perimetrales y Accesos más efectivos y seguros en el Hospital.;24865587,96;4;Parque Patricios;Chutro, Pedro, Prof., Dr. 3380;-34,64305175;-58,41141236;17/12/2021;15/5/2022;5;100;;;;;MONJE CONSTRUCCIONES;2021;Licitación Pública;DI-2021-335-GCABA-DGADCYP;30711946957;;;;;;;;;;
1355;Hospital Penna;Nuevo compresor de Aire Comprimido;Finalizada;Salud;Ministerio de Salud;Provisión e instalacion de nuevo compresor para aire comprimido.;5868500;4;Parque Patricios;Chutro, Pedro, Prof., Dr. 3380;-34,64305175;-58,41141236;30/5/2021;20/7/2021;2;100;;;;;TH PANELES DE CABECERA SRL;2021;433;DI-2021-134-GCABA-DGRFISS;30711322953;;;;;;;;;;
1356;Hospital Penna;Oxigeno Central en Pabellon Mouras;Finalizada;Salud;Ministerio de Salud;Ampliación de la red de Oxígeno y Vacío de uso Médico en el 2° piso;4055520;4;Parque Patricios;Chutro, Pedro, Prof., Dr. 3380;-34,64305175;-58,41141236;11/3/2022;20/4/2022;1;100;;;;;TECNO NODO S.A.;2021;2095;DI-2021-136-GCABA-DGADCYP;30714471860;;;;;;;;;;
1357;Hospital Piñero;Oxigeno Central en Pabellon 2;Finalizada;Salud;Ministerio de Salud;Provisión e instalación de materiales y equipos para la instalación de Oxígeno y Aspiración correspondientes al Pabellón 2;8834500;7;Flores;Varela 1301;-34,64412433;-58,45367459;19/5/2021;17/8/2021;3;100;;;;;OXIGENOTERAPIA NORTE S.A.C.I.F.I.A.;2021;2095;DI-2021-136-GCABA-DGADCYP;30535645244;;;;;;;;;;
1358;Hospital Pirovano;Oxigeno Central en Internacion Cardiologia;Finalizada;Salud;Ministerio de Salud;Comprende el equipamiento necesario para un sistema central de suministro para gases medicinales, aire, oxígeno, óxido nitroso y subsistema de aspiración.;1214099,48;12;Coghlan;Monroe 3555;-34,56510578;-58,47098644;26/5/2021;15/6/2021;1;100;;;;;TECNO NODO S.A.;2021;433;RESOL-2021-525-GCABA-SSASS;30714471860;;;;;;;;;;
1359;Hospital Ramos Mejia;Oxigeno Central en Pabellon PQR;Finalizada;Salud;Ministerio de Salud;Ampliación de la Red de Suministro de Oxígeno Central en el Pabellón PQR;7087524;3;Balvanera;Gral. Urquiza 609;-34,61762051;-58,40940032;21/3/2021;26/6/2021;3;100;;;;;OXIGENOTERAPIA NORTE S.A.C.I.F.I.A.;2021;2095;DI-2021-136-GCABA-DGADCYP;30535645244;;;;;;;;;;
1360;Hospital Ramos Mejia;Oxigeno Central PQR;Finalizada;Salud;Ministerio de Salud;Ampliación de la Red de Suministro de Oxígeno Central en el Pabellón PQR;1216118;3;Balvanera;Gral. Urquiza 609;-34,61762051;-58,40940032;29/10/2021;28/11/2021;1;100;;;;;ACCES SYSTEM S.R.L.;2021;2095;DI-2021-275-GCABA-DGADCYP;30687227790;;;;;;;;;;
1361;Hospital Rivadavia;Oxigeno Central en Pabellon Cirugia;Finalizada;Salud;Ministerio de Salud;Comprende el equipamiento necesario para un sistema central de suministro para gases medicinales, aire, oxígeno, óxido nitroso y subsistema de aspiración.;1446748,6;2;Recoleta;Av. Las Heras 2670;-34,58435525;-58,40081125;26/5/2021;10/7/2021;2;100;;;;;TECNO NODO S.A.;2021;2095;DI-2021-136-GCABA-DGADCYP;30714471860;;;;;;;;;;
1362;Hospital Rocca;Agua Fría y Caliente Pabellón “A”;Finalizada;Salud;Ministerio de Salud;Readecuación de la Instalación de Agua Fría y Caliente de los núcleos sanitarios de todos los pisos del Pabellón “A”;9198937;10;Monte Castro;Segurola 1949;-34,6184677;-58,5016028;17/12/2021;29/4/2022;5;100;;;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/185_3.jpg;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/185_4.jpg;TALA CONSTRUCCIONES S.A.;2018;Licitación Pública;2018-2088-MSGC;30708267984;;;;;;;;;;
1363;Hospital Rocca;Oxigeno Central en Segundo Piso;Finalizada;Salud;Ministerio de Salud;Oxigeno Central en Segundo Piso;1701109;10;Monte Castro;Segurola 1949;-34,6184677;-58,5016028;13/4/2021;26/4/2021;1;100;;;;;FAMOX S.A.;2021;2095;DI-2021-284-GCABA-DGADCYP;30708494905;;;;;;;;;;
1364;Hospital Tornu;Nueva bomba de Vacio;Finalizada;Salud;Ministerio de Salud;Provisión e instalacion de nueva bomba de vacio.;1065692,81;15;Villa Ortuzar;Combatientes de Malvinas 3002;-34,58730744;-58,47089275;31/5/2021;7/6/2021;1;100;;;;;CO.SE.BA. S.A.;2020;Licitación Pública;DI-2020234-GCABA-DGADCYP;30678613033;;;;;;;;;;
1365;Hospital Tornu;Nuevo compresor de Aire Comprimido;Finalizada;Salud;Ministerio de Salud;Provisión e instalacion de nuevo compresor para aire comprimido.;1402625,84;15;Villa Ortuzar;Combatientes de Malvinas 3002;-34,58730744;-58,47089275;10/5/2021;25/5/2021;1;100;;;;;MEJORES HOSPITALES S.A.;2020;2095;DI-2021-55-GCABA-DGADCYP;30647354072;;;;;;;;;;
1366;Hospital Tornu;Oxigeno Central en Guardia y Neumotisiologia;Finalizada;Salud;Ministerio de Salud;Comprende el equipamiento necesario para un sistema central de suministro para gases medicinales, aire, oxígeno, óxido nitroso y subsistema de aspiración.;773783;15;Villa Ortuzar;Combatientes de Malvinas 3002;-34,58730744;-58,47089275;26/5/2021;9/6/2021;1;100;;;;;TECNO NODO S.A.;2021;2095;DI-2021-141-GCABA-DGADCYP;30714471860;;;;;;;;;;
1367;Hospital Velez;Ventilacion Morge + Tableros;Finalizada;Salud;Ministerio de Salud;Sistema de Aire Acondicionado Central para morgue;4320000;10;Monte Castro;P. Calderon de la Barca 1550;-34,62522696;-58,50749905;2/9/2021;30/1/2022;4;100;;;;;FAMOX S.A.;2021;2095; DI-2022-52-GCABA-DGADCYP;30708494905;;;;;;;;;;
1368;Hospital Vélez Sarfield;Remodelación Guardia;FInalizada;Salud;Ministerio de Salud;La obra de guardia nueva, relocalización del jardí?n maternal, remodelación del área administrativa y servicio de imágenes, consiste en el traslado y ampliación de dichos servicios a través de la construcción de un nuevo volumen que se adosa al edificio existente. El proyecto se resuelve desarrollando en planta baja la guardia, y en primer piso el sector médico de la guardia con sus dormitorios, estares y office. El jardí?n existente será demolido para ser construido a nuevo. Dicha obra se completa con la remodelación del edificio existente para la reubicación del servicio de imágenes y nutrición, SAME y sector administrativo en planta baja, y la remodelación de la sala de partos en primer piso, esta intervención abarca una totalidad de 2252 m2 cubiertos, 121 m2 semicubiertos y 1840 m2 descubiertos.;135485000;10;Monte Castro;Calderon De La Barca, Pedro 1550;-34,62522696;-58,50749905;26/10/2018;11/7/2021;30;100;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/185_1.jpg;https://cdn.buenosaires.gob.ar/datosabiertos/datasets/ba-obras/fotos/185_2.jpg;;;OXIGENOTERAPIA NORTE S.A.C.I.F.I.A.;2021;2095;DI-2021-54-GCABA-DGADCYP;30535645244;;;;;;;;;;
1369;Hospital Zubizarreta;Nuevo compresor de Aire Comprimido;Finalizada;Salud;Ministerio de Salud;Provisión e instalacion de nuevo compresor para aire comprimido.;1995290;11;Villa Devoto;Nueva York 3952;-34,59990466;-58,51120493;30/5/2021;30/7/2021;2;100;;;;;LESKO S.A.C.I.F.I.A;2021;2095;DI- 2021-131-GCABA-DGADCYP;30520282528;;;;;;;;;;
1370;Hospital Zubizarreta;Oxigeno Central UTIM;Finalizada;Salud;Ministerio de Salud;Provisión e instalación de materiales y equipos para la instalación de Oxígeno, Aire Comprimido y Aspiración.;1393371,87;11;Villa Devoto;Nueva York 3952;-34,59990466;-58,51120493;14/3/2022;13/4/2022;1;100;;;;;ECOHM S.R.L.;2020;2095;DI-2021-17-GCABA-DGADCYP;30712548114;;;;;;;;;;
1371;SAME;Reparacion tablero general;Finalizada;Salud;Ministerio de Salud;Reparación TGBT.;3777095;4;Parque Patricios;Monasterio 480;-34,64102;-58,39363;10/8/2021;9/10/2021;2;100;;;;;ECOHM S.R.L.;2020;2095;235-GCABA-DGADCYP/2021;30712548114;;;;;;;;;;
1372;Cesac 18;Nuevo CESAC 18;Finalizada;Salud;Ministerio de Salud;Nuevo edificio para el traslado del Cesac 18, en construcción en el barrio Papa Francisco.;135567777,2;8;Lugano;Manzana N°118 Bº Papa Francisco;-34,67434;-58,46183;20/1/2021;11/11/2022;22;100;;;;;KIR SRL;2020;Licitacíón Pública;RESOL-2020-700-GCABA-SSASS;30702232046;;;;;;;;;;
1373;Hospital Alvarez;Alvarez Tomografo;Finalizada;Salud;Ministerio de Salud;Construcción del servicio de Tomografía ubicado en el subsuelo del nuevo edificio de Guardia.;37110855;7;Flores;Dr. J.F. Aranguren  2701;-34,62429216;-58,46942184;7/10/2021;1/7/2022;5;100;;;;;KIR SRL;2021;2095;DI-2021-293-GCABA-DGADCYP;30702232046;;;;;;;;;;
1374;Hospital Argerich;Quirofanos: AA etapa 1;Finalizada;Salud;Ministerio de Salud;Aire Acondicionado Quirófanos y Esterilización;40999696,87;4;Boca;Pi y Margall 750;-34,627892;-58,365414;29/11/2021;30/9/2022;6;100;;;;;CONTROLCLIM S.A.;2021;2095;DI-2021-34992678-DGADCYP;30708689412;;;;;;;;;;
1375;Hospital Durand;AA consultorios externos PB;Finalizada;Salud;Ministerio de Salud;Aire Acondicionado Consulta Externa Planta Baja;42140851,5;6;Caballito;Diaz Velez 5044;-34,60887154;-58,43788838;29/11/2021;28/7/2022;5;100;;;;;CONTROLCLIM S.A.;2021;2095;DI-2021-34923985-DGADCYP;30708689412;;;;;;;;;;
1376;Hospital Elizalde;Compresores y bombas de vacio;Finalizada;Salud;Ministerio de Salud;Provisión e instalación de equipos para reforzar las centrales de aire comprimido;18284745;1;Constitución;Montes de Oca 40;-34,62890617;-58,37761195;28/4/2022;18/8/2022;3;100;;;;;OXIGENOTERAPIA NORTE S.A.C.I.F.I.A.;2021;2095;DI-2022-85-GCABA-DGADCYP;30535645244;;;;;;;;;;
1377;Hospital Santojanni;Compresores y bombas de vacio;Finalizada;Salud;Ministerio de Salud;Provisión e instalación de equipos para reforzar las centrales de aire comprimido;8261067;9;Mataderos;Pilar 950;-34,64935338;-58,51580056;28/4/2022;18/8/2022;3;100;;;;;OXIGENOTERAPIA NORTE S.A.C.I.F.I.A.;2021;2095;DI-2022-85-GCABA-DGADCYP;30535645244;;;;;;;;;;
1378;Posta Sanitaria;Barrio Rodrigo Bueno;Finalizada;Salud;Ministerio de Salud;Fortalecimiento y desarrollo del Primer Nivel de Atención. Se construirá en la Manzana N°63M del barrio Rodrigo Bueno.;42000007;1;Puerto Madero;Manzana N°63M;-34,61785;-58,35362;27/6/2022;30/9/2022;3;100;;;;;GRAMMA SERVICIOS S.A.S.;2022;2095;DI-2022-128-GCABA-DGADCYP;30715848461;;;;;;;;;;
1379;Hospital Elizalde;AA Quirofanos CCV 1° etapa;Finalizada;Salud;Ministerio de Salud;Aire Acondicionado Central con condiciones especiales de Filtrado y Desinfección mediante radiación UV para el Servicio de Cirugía;29254170;1;Constitución;Montes de Oca 40;-34,62890617;-58,37761195;19/11/2021;1/10/2022;7;100;;;;;CONTROLCLIM S.A.;2021;2095; DI-2021-326-GCABA-DGADCYP;30708689412;;;;;;;;;;
1380;Hospital Gutierrez;AA unidad 14;Finalizada;Salud;Ministerio de Salud;Provisión e Instalación de Sistema de Tratamiento de Aire Acondicionado Central con condiciones especiales de Filtrado y Desinfección mediante radiación UVC para Unidad 14 Internación Traumatología;14301777;2;Recoleta;Gallo 1330;-34,59452279;-58,41073191;6/6/2022;1/12/2022;5;100;;;;;ECOHM S.R.L.;2021;2095;DI-2022-122-GCABA-DGADCYP;30712548114;;;;;;;;;;
1381;Ciclovias - Manteniento ;“PROVISIÓN, COLOCACIÓN Y MANTENIMIENTO DE SOLADOS, PAVIMENTO, CORDONES PREMOLDEADOS, DEMARCACIÓN HORIZONTAL Y BICICLETEROS URBANOS;Finalizada;Transporte;Secretarí?a de Transporte y Obras Públicas;"Se ejecutará la provisión, colocación y el mantenimiento integral de solados, pavimento, cordones
premoldeados, demarcación horizontal de ciclovías y bicisendas.";76,960,855.67;1 a 15;Territorio CABA;Territorio CABA;;;may-21;30/10/2022;17;100;;;;;ILUBAIRES;2021;Licitacion Publica;43/SIGAF/2021;30693811860;;;;;;;;;;
